"Furniture","Springfield","United States","AJ-10780","Anthony Jacobs",0,"2014-01-10","CA-2014-149020",22153,"FUR-FU-10000965","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",21.2954,1,"South",867,51.940002,"Corporate","2014-01-15","Standard Class","Virginia","Furnishings"
"Office Supplies","Springfield","United States","AJ-10780","Anthony Jacobs",0,"2014-01-10","CA-2014-149020",22153,"OFF-LA-10004272","Avery 482",1.3583,1,"South",866,2.8899999,"Corporate","2014-01-15","Standard Class","Virginia","Labels"
"Furniture","Dover","United States","SV-20365","Seth Vernon",0,"2014-01-11","CA-2014-130092",19901,"FUR-FU-10000010","DAX Value U-Channel Document Frames. Easel Back",3.0814,2,"East",717,9.94,"Consumer","2014-01-14","First Class","Delaware","Furnishings"
"Furniture","San Francisco","United States","BD-11605","Brian Dahlen",0.15,"2014-01-13","CA-2014-157147",94109,"FUR-BO-10003034","O'Sullivan Elevations Bookcase. Cherry Finish",3.9294002,3,"West",4939,333.999,"Consumer","2014-01-18","Standard Class","California","Bookcases"
"Furniture","Mount Pleasant","United States","ND-18370","Natalie DeCherney",0,"2014-01-13","CA-2014-109232",29464,"FUR-CH-10000422","Global Highback Leather Tilter in Burgundy",87.3504,6,"South",2979,545.94,"Consumer","2014-01-16","Second Class","South Carolina","Chairs"
"Office Supplies","San Francisco","United States","BD-11605","Brian Dahlen",0,"2014-01-13","CA-2014-157147",94109,"OFF-AR-10003514","4009 Highlighters by Sanford",6.567,5,"West",4940,19.9,"Consumer","2014-01-18","Standard Class","California","Art"
"Office Supplies","Newark","United States","MM-17920","Michael Moore",0.7,"2014-01-13","CA-2014-118192",43055,"OFF-BI-10003476","Avery Metallic Poly Binders",-2.5212,2,"East",9630,3.438,"Consumer","2014-01-18","Standard Class","Ohio","Binders"
"Office Supplies","Bossier City","United States","CS-12250","Chris Selesnick",0,"2014-01-13","CA-2014-162775",71111,"OFF-BI-10004187","3-ring staple pack",2.7072,3,"South",767,5.64,"Corporate","2014-01-15","Second Class","Louisiana","Binders"
"Office Supplies","Bossier City","United States","CS-12250","Chris Selesnick",0,"2014-01-13","CA-2014-162775",71111,"OFF-EN-10001532","Brown Kraft Recycled Envelopes",25.47,3,"South",765,50.940002,"Corporate","2014-01-15","Second Class","Louisiana","Envelopes"
"Office Supplies","Bossier City","United States","CS-12250","Chris Selesnick",0,"2014-01-13","CA-2014-162775",71111,"OFF-EN-10001990","Staple envelope",5.3392,2,"South",764,11.360001,"Corporate","2014-01-15","Second Class","Louisiana","Envelopes"
"Office Supplies","Newark","United States","MM-17920","Michael Moore",0.2,"2014-01-13","CA-2014-118192",43055,"OFF-PA-10002947","Xerox 1923",13.0928,7,"East",9629,37.408,"Consumer","2014-01-18","Standard Class","Ohio","Paper"
"Office Supplies","Bossier City","United States","CS-12250","Chris Selesnick",0,"2014-01-13","CA-2014-162775",71111,"OFF-ST-10000025","Fellowes Stor/Drawer Steel Plus Storage Drawers",34.3548,6,"South",768,572.58,"Corporate","2014-01-15","Second Class","Louisiana","Storage"
"Office Supplies","San Francisco","United States","BD-11605","Brian Dahlen",0,"2014-01-13","CA-2014-157147",94109,"OFF-ST-10000078","Tennsco 6- and 18-Compartment Lockers",238.65302,5,"West",4938,1325.8501,"Consumer","2014-01-18","Standard Class","California","Storage"
"Technology","Bossier City","United States","CS-12250","Chris Selesnick",0,"2014-01-13","CA-2014-162775",71111,"TEC-AC-10003174","Plantronics S12 Corded Telephone Headset System",258.696,6,"South",766,646.74,"Corporate","2014-01-15","Second Class","Louisiana","Accessories"
"Furniture","Philadelphia","United States","BS-11590","Brendan Sweed",0.5,"2014-01-14","CA-2014-149524",19140,"FUR-BO-10003433","Sauder Cornerstone Collection Library",-53.285603,4,"East",6475,61.960003,"Corporate","2014-01-15","First Class","Pennsylvania","Bookcases"
"Technology","Roswell","United States","EH-13990","Erica Hackney",0,"2014-01-15","CA-2014-103366",30076,"TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",65.978004,5,"South",1914,149.95,"Consumer","2014-01-17","First Class","Georgia","Accessories"
"Furniture","Philadelphia","United States","DL-13315","Delfina Latchford",0.2,"2014-01-16","CA-2014-115791",19134,"FUR-FU-10001095","DAX Black Cherry Wood-Tone Poster Frame",28.5984,6,"East",971,127.104,"Consumer","2014-01-18","Second Class","Pennsylvania","Furnishings"
"Office Supplies","Philadelphia","United States","DL-13315","Delfina Latchford",0.7,"2014-01-16","CA-2014-115791",19134,"OFF-BI-10001575","GBC Linen Binding Covers",-13.631201,2,"East",973,18.588,"Consumer","2014-01-18","Second Class","Pennsylvania","Binders"
"Office Supplies","Philadelphia","United States","DL-13315","Delfina Latchford",0.2,"2014-01-16","CA-2014-115791",19134,"OFF-LA-10001074","Round Specialty Laser Printer Labels",10.149301,3,"East",974,30.072,"Consumer","2014-01-18","Second Class","Pennsylvania","Labels"
"Technology","Philadelphia","United States","DL-13315","Delfina Latchford",0.4,"2014-01-16","CA-2014-115791",19134,"TEC-PH-10004614","AT&T 841000 Phone",-31.05,3,"East",972,124.2,"Consumer","2014-01-18","Second Class","Pennsylvania","Phones"
"Office Supplies","Springfield","United States","DW-13195","David Wiener",0.2,"2014-01-18","CA-2014-123477",97477,"OFF-AP-10000692","Fellowes Mighty 8 Compact Surge Protector",6.4864,4,"West",5365,64.864,"Corporate","2014-01-21","Second Class","Oregon","Appliances"
"Furniture","Scottsdale","United States","TS-21340","Toby Swindell",0.7,"2014-01-19","CA-2014-146591",85254,"FUR-BO-10001972","O'Sullivan 4-Shelf Bookcase in Odessa Pine",-320.597,5,"West",5466,181.47,"Consumer","2014-01-20","First Class","Arizona","Bookcases"
"Office Supplies","Scottsdale","United States","TS-21340","Toby Swindell",0.7,"2014-01-19","CA-2014-146591",85254,"OFF-BI-10003676","GBC Standard Recycled Report Covers. Clear Plastic Sheets",-23.716002,10,"West",5463,32.34,"Consumer","2014-01-20","First Class","Arizona","Binders"
"Office Supplies","Scottsdale","United States","TS-21340","Toby Swindell",0.2,"2014-01-19","CA-2014-146591",85254,"OFF-EN-10002504","Tyvek  Top-Opening Peel & Seel Envelopes. Plain White",36.692997,5,"West",5465,108.71999,"Consumer","2014-01-20","First Class","Arizona","Envelopes"
"Office Supplies","Scottsdale","United States","TS-21340","Toby Swindell",0.2,"2014-01-19","CA-2014-146591",85254,"OFF-PA-10000659","TOPS Carbonless Receipt Book. Four 2-3/4 x 7-1/4 Money Receipts per Page",19.622402,4,"West",5464,56.064003,"Consumer","2014-01-20","First Class","Arizona","Paper"
"Furniture","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"FUR-CH-10002331","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",224.2674,3,"South",1127,1067.9401,"Consumer","2014-01-26","Standard Class","Arkansas","Chairs"
"Furniture","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"FUR-FU-10002268","Ultra Door Push Plate",4.8609,3,"Central",6333,14.73,"Consumer","2014-01-26","Standard Class","Michigan","Furnishings"
"Furniture","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"FUR-FU-10002918","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",30.023401,3,"Central",6328,272.94,"Consumer","2014-01-26","Standard Class","Michigan","Furnishings"
"Furniture","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"FUR-FU-10003194","Eldon Expressions Desk Accessory. Wood Pencil Holder. Oak",11.58,4,"South",1124,38.6,"Consumer","2014-01-26","Standard Class","Arkansas","Furnishings"
"Furniture","Los Angeles","United States","MV-17485","Mark Van Huff",0,"2014-01-20","CA-2014-148614",90049,"FUR-FU-10003194","Eldon Expressions Desk Accessory. Wood Pencil Holder. Oak",5.79,2,"West",5738,19.3,"Consumer","2014-01-25","Standard Class","California","Furnishings"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0.1,"2014-01-20","CA-2014-167927",48185,"OFF-AP-10002311","Holmes Replacement Filter for HEPA Air Cleaner. Very Large Room. HEPA Filter",93.581604,4,"Central",6330,247.71599,"Consumer","2014-01-26","Standard Class","Michigan","Appliances"
"Office Supplies","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"OFF-AR-10002375","Newell 351",6.6584,7,"South",1123,22.96,"Consumer","2014-01-26","Standard Class","Arkansas","Art"
"Office Supplies","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"OFF-AR-10003811","Newell 327",1.7901001,3,"South",1125,6.63,"Consumer","2014-01-26","Standard Class","Arkansas","Art"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"OFF-AR-10004456","Panasonic KP-4ABK Battery-Operated Pencil Sharpener",12.736799,3,"Central",6332,43.920002,"Consumer","2014-01-26","Standard Class","Michigan","Art"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"OFF-BI-10000605","Acco Pressboard Covers with Storage Hooks. 9 1/2"" x 11"". Executive Red",8.9535,5,"Central",6329,19.05,"Consumer","2014-01-26","Standard Class","Michigan","Binders"
"Office Supplies","Smyrna","United States","MM-18280","Muhammed MacIntyre",0.7,"2014-01-20","US-2014-147774",37167,"OFF-BI-10003091","GBC DocuBind TL200 Manual Binding Machine",-51.5154,1,"South",7121,67.19399,"Corporate","2014-01-26","Standard Class","Tennessee","Binders"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"OFF-BI-10004364","Storex Dura Pro Binders",13.365001,5,"Central",6334,29.7,"Consumer","2014-01-26","Standard Class","Michigan","Binders"
"Office Supplies","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"OFF-EN-10001539","Staple envelope",10.9698,3,"South",1126,23.34,"Consumer","2014-01-26","Standard Class","Arkansas","Envelopes"
"Office Supplies","Los Angeles","United States","MV-17485","Mark Van Huff",0,"2014-01-20","CA-2014-148614",90049,"OFF-PA-10002893","Wirebound Service Call Books. 5 1/2"" x 4""",9.2928,2,"West",5737,19.359999,"Consumer","2014-01-25","Standard Class","California","Paper"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"OFF-ST-10000760","Eldon Fold 'N Roll Cart System",4.0542,1,"Central",6327,13.98,"Consumer","2014-01-26","Standard Class","Michigan","Storage"
"Office Supplies","Westland","United States","XP-21865","Xylona Preis",0,"2014-01-20","CA-2014-167927",48185,"OFF-ST-10003123","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",15.979199,2,"Central",6331,66.58,"Consumer","2014-01-26","Standard Class","Michigan","Storage"
"Technology","Jonesboro","United States","HL-15040","Hunter Lopez",0,"2014-01-20","US-2014-147627",72401,"TEC-PH-10001061","Apple iPhone 5C",181.9818,7,"South",1122,699.93005,"Consumer","2014-01-26","Standard Class","Arkansas","Phones"
"Furniture","Miami","United States","TB-21400","Tom Boeckenhauer",0.2,"2014-01-21","CA-2014-110422",33180,"FUR-FU-10001889","Ultra Door Pull Handle",4.1028,3,"South",9990,25.248001,"Consumer","2014-01-23","Second Class","Florida","Furnishings"
"Office Supplies","Lafayette","United States","SG-20605","Speros Goranitis",0,"2014-01-23","CA-2014-146997",47905,"OFF-FA-10003467","Alliance Big Bands Rubber Bands. 12/Pack",0,3,"Central",9887,5.94,"Consumer","2014-01-27","Standard Class","Indiana","Fasteners"
"Office Supplies","Las Vegas","United States","IM-15055","Ionia McGrath",0,"2014-01-23","CA-2014-102645",89115,"OFF-PA-10001804","Xerox 195",19.238401,6,"West",9156,40.08,"Consumer","2014-01-28","Standard Class","Nevada","Paper"
"Furniture","Rapid City","United States","CA-11965","Carol Adams",0,"2014-01-26","CA-2014-167997",57701,"FUR-BO-10004409","Safco Value Mate Series Steel Bookcases. Baked Enamel Finish on Steel. Gray",39.748802,2,"Central",8151,141.95999,"Corporate","2014-01-29","First Class","South Dakota","Bookcases"
"Furniture","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"FUR-FU-10001847","Eldon Image Series Black Desk Accessories",4.4712,3,"South",2584,12.42,"Home Office","2014-01-31","Standard Class","Virginia","Furnishings"
"Furniture","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"FUR-FU-10004587","GE General Use Halogen Bulbs. 100 Watts. 1 Bulb per Pack",30.7818,3,"South",2579,62.82,"Home Office","2014-01-31","Standard Class","Virginia","Furnishings"
"Office Supplies","Rapid City","United States","CA-11965","Carol Adams",0,"2014-01-26","CA-2014-167997",57701,"OFF-BI-10001758","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",5.0196,2,"Central",8150,10.68,"Corporate","2014-01-29","First Class","South Dakota","Binders"
"Office Supplies","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"OFF-PA-10000380","REDIFORM Incoming/Outgoing Call Register. 11"" X 8 1/2"". 100 Messages",8.34,2,"South",2582,16.68,"Home Office","2014-01-31","Standard Class","Virginia","Paper"
"Office Supplies","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"OFF-PA-10003072","Eureka Recycled Copy Paper 8 1/2"" x 11"". Ream",9.331201,3,"South",2581,19.44,"Home Office","2014-01-31","Standard Class","Virginia","Paper"
"Office Supplies","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"OFF-ST-10004337","SAFCO Commercial Wire Shelving. 72h",0,8,"South",2580,489.91998,"Home Office","2014-01-31","Standard Class","Virginia","Storage"
"Technology","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"TEC-PH-10002103","Jabra SPEAK 410",52.6344,2,"South",2585,187.98,"Home Office","2014-01-31","Standard Class","Virginia","Phones"
"Technology","Alexandria","United States","SD-20485","Shirley Daniels",0,"2014-01-26","US-2014-155502",22304,"TEC-PH-10004833","Macally Suction Cup Mount",0,13,"South",2583,155.35,"Home Office","2014-01-31","Standard Class","Virginia","Phones"
"Furniture","San Diego","United States","EJ-13720","Ed Jacobs",0.2,"2014-01-27","US-2014-117163",92037,"FUR-TA-10003469","Balt Split Level Computer Training Table",-16.65,3,"West",3796,333,"Consumer","2014-02-02","Standard Class","California","Tables"
"Office Supplies","San Diego","United States","EJ-13720","Ed Jacobs",0,"2014-01-27","US-2014-117163",92037,"OFF-AR-10003179","Dixon Ticonderoga Core-Lock Colored Pencils",12.025201,4,"West",3797,36.440002,"Consumer","2014-02-02","Standard Class","California","Art"
"Office Supplies","San Diego","United States","EJ-13720","Ed Jacobs",0,"2014-01-27","US-2014-117163",92037,"OFF-ST-10003692","Recycled Steel Personal File for Hanging File Folders",14.3075,1,"West",3795,57.23,"Consumer","2014-02-02","Standard Class","California","Storage"
"Office Supplies","New York City","United States","JC-15340","Jasper Cacioppo",0.2,"2014-01-28","CA-2014-100328",10024,"OFF-BI-10000343","Pressboard Covers with Storage Hooks. 9 1/2"" x 11"". Light Blue",1.3256999,1,"East",3084,3.928,"Consumer","2014-02-03","Standard Class","New York","Binders"
"Office Supplies","Detroit","United States","MV-18190","Mike Vittorini",0,"2014-01-30","CA-2014-134103",48234,"OFF-PA-10001204","Xerox 1972",4.752,2,"Central",6388,10.56,"Consumer","2014-02-04","Standard Class","Michigan","Paper"
"Office Supplies","Detroit","United States","MV-18190","Mike Vittorini",0,"2014-01-30","CA-2014-134103",48234,"OFF-ST-10000991","Space Solutions HD Industrial Steel Shelving.",6.8982,2,"Central",6389,229.93999,"Consumer","2014-02-04","Standard Class","Michigan","Storage"
"Furniture","Mission Viejo","United States","LC-17050","Liz Carlisle",0.15,"2014-01-31","CA-2014-115161",92691,"FUR-BO-10003966","Sauder Facets Collection Library. Sky Alder Finish",3.4196002,2,"West",3366,290.66602,"Consumer","2014-02-02","First Class","California","Bookcases"
"Technology","Green Bay","United States","BD-11500","Bradley Drucker",0,"2014-02-01","CA-2014-140795",54302,"TEC-AC-10001432","Enermax Aurora Lite Keyboard",206.316,6,"Central",541,468.9,"Consumer","2014-02-03","First Class","Wisconsin","Accessories"
"Office Supplies","Saint Petersburg","United States","EB-13930","Eric Barreto",0.7,"2014-02-02","CA-2014-123400",33710,"OFF-BI-10000666","Surelock Post Binders",-12.224,2,"South",9138,18.336,"Consumer","2014-02-09","Standard Class","Florida","Binders"
"Office Supplies","San Diego","United States","CD-12790","Cynthia Delaney",0,"2014-02-02","CA-2014-139857",92037,"OFF-FA-10001843","Staples",5.8045006,5,"West",1704,12.35,"Home Office","2014-02-06","Standard Class","California","Fasteners"
"Technology","Saint Petersburg","United States","EB-13930","Eric Barreto",0.2,"2014-02-02","CA-2014-123400",33710,"TEC-PH-10002890","AT&T 17929 Lendline Telephone",13.572,5,"South",9139,180.95999,"Consumer","2014-02-09","Standard Class","Florida","Phones"
"Office Supplies","Seattle","United States","TB-21400","Tom Boeckenhauer",0.2,"2014-02-03","CA-2014-111059",98105,"OFF-BI-10002827","Avery Durable Poly Binders",4.3134003,3,"West",1519,13.271999,"Consumer","2014-02-06","Second Class","Washington","Binders"
"Office Supplies","Seattle","United States","TB-21400","Tom Boeckenhauer",0.2,"2014-02-03","CA-2014-111059",98105,"OFF-BI-10004593","Ibico Laser Imprintable Binding System Covers",27.248001,2,"West",1518,83.840004,"Consumer","2014-02-06","Second Class","Washington","Binders"
"Office Supplies","Escondido","United States","MH-17440","Mark Haberlin",0.2,"2014-02-04","CA-2014-104808",92025,"OFF-BI-10003676","GBC Standard Recycled Report Covers. Clear Plastic Sheets",6.0368004,2,"West",8585,17.248001,"Corporate","2014-02-08","Second Class","California","Binders"
"Office Supplies","San Diego","United States","DB-13270","Deborah Brumfield",0.2,"2014-02-04","CA-2014-107181",92024,"OFF-BI-10004230","GBC Recycled Grain Textured Covers",29.013601,3,"West",1544,82.895996,"Home Office","2014-02-08","Standard Class","California","Binders"
"Office Supplies","San Diego","United States","DB-13270","Deborah Brumfield",0,"2014-02-04","CA-2014-107181",92024,"OFF-PA-10000350","Message Book. Standard Line ""While You Were Out"". 5 1/2"" X 4"". 200 Sets/Book",16.0928,4,"West",1545,34.24,"Home Office","2014-02-08","Standard Class","California","Paper"
"Office Supplies","Romeoville","United States","DL-13315","Delfina Latchford",0.8,"2014-02-06","CA-2014-108182",60441,"OFF-BI-10001196","Avery Flip-Chart Easel Binder. Black",-14.7708,2,"Central",8981,8.952,"Consumer","2014-02-10","Second Class","Illinois","Binders"
"Office Supplies","Chesapeake","United States","ND-18460","Neil Ducich",0,"2014-02-06","CA-2014-131905",23320,"OFF-LA-10002787","Avery 480",7.2,4,"South",1998,15,"Corporate","2014-02-09","First Class","Virginia","Labels"
"Technology","Chesapeake","United States","ND-18460","Neil Ducich",0,"2014-02-06","CA-2014-131905",23320,"TEC-PH-10001615","AT&T CL82213",42.0355,5,"South",2000,144.95,"Corporate","2014-02-09","First Class","Virginia","Phones"
"Technology","Chesapeake","United States","ND-18460","Neil Ducich",0,"2014-02-06","CA-2014-131905",23320,"TEC-PH-10003645","Aastra 57i VoIP phone",42.018597,1,"South",1999,161.61,"Corporate","2014-02-09","First Class","Virginia","Phones"
"Office Supplies","New York City","United States","CS-12250","Chris Selesnick",0,"2014-02-07","US-2014-169390",10024,"OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers",9.7439995,4,"East",8736,64.96,"Corporate","2014-02-10","Second Class","New York","Storage"
"Technology","Linden","United States","CK-12760","Cyma Kinney",0,"2014-02-07","CA-2014-107755",7036,"TEC-AC-10000710","Maxell DVD-RAM Discs",49.6048,7,"East",850,115.36,"Corporate","2014-02-12","Standard Class","New Jersey","Accessories"
"Furniture","North Las Vegas","United States","NM-18445","Nathan Mautz",0,"2014-02-08","CA-2014-125759",89031,"FUR-FU-10002111","Master Caster Door Stop. Large Brown",5.5328,2,"West",9267,14.56,"Home Office","2014-02-09","First Class","Nevada","Furnishings"
"Furniture","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"FUR-CH-10001146","Global Value Mid-Back Manager's Chair. Gray",15.2225,1,"Central",9255,60.89,"Consumer","2014-02-15","Second Class","Missouri","Chairs"
"Furniture","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"FUR-FU-10002298","Rubbermaid ClusterMat Chairmats. Mat Size- 66"" x 60"". Lip 20"" x 11"" -90 Degree Angle",53.2704,3,"Central",9258,332.94,"Consumer","2014-02-15","Second Class","Missouri","Furnishings"
"Furniture","Chesapeake","United States","NF-18385","Natalie Fritzler",0,"2014-02-11","CA-2014-127614",23320,"FUR-TA-10003715","Hon 2111 Invitation Series Corner Table",75.3732,6,"South",5632,1256.22,"Consumer","2014-02-15","Standard Class","Virginia","Tables"
"Office Supplies","Chesapeake","United States","NF-18385","Natalie Fritzler",0,"2014-02-11","CA-2014-127614",23320,"OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings",8.2062,2,"South",5633,17.46,"Consumer","2014-02-15","Standard Class","Virginia","Binders"
"Office Supplies","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"OFF-BI-10004654","VariCap6 Expandable Binder",24.393,3,"Central",9259,51.9,"Consumer","2014-02-15","Second Class","Missouri","Binders"
"Office Supplies","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"OFF-BI-10004728","Wilson Jones Turn Tabs Binder Tool for Ring Binders",4.4344006,2,"Central",9257,9.64,"Consumer","2014-02-15","Second Class","Missouri","Binders"
"Office Supplies","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"OFF-LA-10004853","Avery 483",6.8724003,3,"Central",9256,14.94,"Consumer","2014-02-15","Second Class","Missouri","Labels"
"Office Supplies","Columbia","United States","GA-14725","Guy Armstrong",0,"2014-02-11","CA-2014-168368",65203,"OFF-ST-10002583","Fellowes Neat Ideas Storage Cubes",2.5983999,2,"Central",9260,64.96,"Consumer","2014-02-15","Second Class","Missouri","Storage"
"Technology","Chesapeake","United States","NF-18385","Natalie Fritzler",0,"2014-02-11","CA-2014-127614",23320,"TEC-AC-10001432","Enermax Aurora Lite Keyboard",103.158005,3,"South",5631,234.45,"Consumer","2014-02-15","Standard Class","Virginia","Accessories"
"Furniture","Concord","United States","SC-20095","Sanjit Chand",0.2,"2014-02-12","US-2014-110674",94521,"FUR-CH-10000225","Global Geo Office Task Chair. Gray",-24.294,2,"West",457,129.568,"Consumer","2014-02-18","Standard Class","California","Chairs"
